VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2018 Dec 31 11:16:56 PM,2018 Dec 31 11:37:51 PM,1,5.06,1,N,43,48,1,20,0.5,0.5,0,0,0.3,21.3
2,2018 Dec 31 11:16:56 PM,2018 Dec 31 11:24:12 PM,2,1.66,1,N,142,237,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2018 Dec 31 11:16:56 PM,2018 Dec 31 11:32:11 PM,1,1.8,1,N,230,186,1,11,0.5,0.5,2.45,0,0.3,14.75
2,2018 Dec 31 11:16:55 PM,2018 Dec 31 11:31:38 PM,1,2.87,1,N,24,48,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2018 Dec 31 11:16:55 PM,2018 Dec 31 11:28:01 PM,1,1.05,1,N,79,148,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2018 Dec 31 11:16:55 PM,2018 Dec 31 11:23:37 PM,2,1.23,1,N,144,87,2,7,0.5,0.5,0,0,0.3,8.3
2,2018 Dec 31 11:16:55 PM,2018 Dec 31 11:32:28 PM,5,2.75,1,N,236,186,2,13,0.5,0.5,0,0,0.3,14.3
1,2018 Dec 31 11:16:54 PM,2018 Dec 31 11:24:40 PM,1,1.4,1,N,163,239,1,7.5,0.5,0.5,10,0,0.3,18.8
2,2018 Dec 31 11:16:54 PM,2018 Dec 31 11:28:44 PM,1,1.31,1,N,162,161,2,9,0.5,0.5,0,0,0.3,10.3
2,2018 Dec 31 11:16:54 PM,2018 Dec 31 11:29:38 PM,3,7.08,1,N,138,262,1,20.5,0.5,0.5,6.89,5.76,0.3,34.45
2,2018 Dec 31 11:16:54 PM,2018 Dec 31 11:29:35 PM,1,2.71,1,N,158,261,1,11.5,0.5,0.5,3.2,0,0.3,16
2,2018 Dec 31 11:16:53 PM,2018 Dec 31 11:18:46 PM,1,0.51,1,N,249,90,1,3.5,0.5,0.5,1.2,0,0.3,6
2,2018 Dec 31 11:16:53 PM,2018 Dec 31 11:19:27 PM,3,0.36,1,N,231,231,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2018 Dec 31 11:16:53 PM,2018 Dec 31 11:34:01 PM,1,2.6,1,N,142,249,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2018 Dec 31 11:16:53 PM,2018 Dec 31 11:33:57 PM,3,7.55,1,N,100,196,2,23.5,0.5,0.5,0,5.76,0.3,30.56
2,2018 Dec 31 11:16:52 PM,2018 Dec 31 11:46:09 PM,1,10.21,1,N,48,228,1,31,0.5,0.5,7.61,5.76,0.3,45.67
1,2018 Dec 31 11:16:52 PM,2018 Dec 31 11:33:06 PM,2,2.9,1,N,148,229,2,13,0.5,0.5,0,0,0.3,14.3
2,2018 Dec 31 11:16:51 PM,2018 Dec 31 11:20:16 PM,1,0.77,1,N,48,48,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2018 Dec 31 11:16:51 PM,2018 Dec 31 11:28:54 PM,2,1.7,1,N,236,237,1,10,0.5,0.5,1.7,0,0.3,13
2,2018 Dec 31 11:16:50 PM,2018 Dec 31 11:20:10 PM,2,0.46,1,N,234,234,1,4,0.5,0.5,1.06,0,0.3,6.36
2,2018 Dec 31 11:16:50 PM,2018 Dec 31 11:26:09 PM,1,0.49,1,N,186,100,2,7,0.5,0.5,0,0,0.3,8.3
2,2018 Dec 31 11:16:49 PM,2018 Dec 31 11:41:14 PM,1,2.41,1,N,186,170,1,15.5,0.5,0.5,6,0,0.3,22.8
2,2018 Dec 31 11:16:49 PM,2018 Dec 31 11:18:07 PM,1,0.24,1,N,236,263,1,3,0.5,0.5,1,0,0.3,5.3
2,2018 Dec 31 11:16:49 PM,2018 Dec 31 11:39:34 PM,2,7,1,N,42,68,2,23,0.5,0.5,0,0,0.3,24.3
2,2018 Dec 31 11:16:48 PM,2018 Dec 31 11:19:59 PM,1,0.31,1,N,249,249,2,4,0.5,0.5,0,0,0.3,5.3
2,2018 Dec 31 11:16:47 PM,2018 Dec 31 11:37:01 PM,2,4.85,1,N,79,181,1,18,0.5,0.5,6,0,0.3,25.3
2,2018 Dec 31 11:16:47 PM,2018 Dec 31 11:22:28 PM,1,0.47,1,N,90,158,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2018 Dec 31 11:16:47 PM,2018 Dec 31 11:21:21 PM,2,1.3,1,N,74,263,2,6,0.5,0.5,0,0,0.3,7.3
2,2018 Dec 31 11:16:47 PM,2018 Dec 31 11:20:54 PM,1,0.42,1,N,125,113,1,4.5,0.5,0.5,1.45,0,0.3,7.25
